,wl_TT,wl_EE,wl_BB,wl_TT_mkb,wl_EE_mkb,wl_BB_mkb,TT_in,EE_in,BB_in,TT_out,EE_out,BB_out
0,1.0,1.0004945056625623,1.0004945056625623,1.0,1.0004945056625623,1.0004945056625623,4.786183398083267e-10,0.0,0.0,4.168307719089474e-09,0.0,0.0
1,0.9997528388318903,1.0002472222718553,1.0002472222718553,0.9997528337531056,1.0002472171905592,1.0002472171905592,1.6710591581844122e-09,0.0,0.0,4.9132483495117455e-09,0.0,0.0
2,0.9992586997465012,0.9997528388318903,0.9997528388318903,0.9992586845176842,0.9997528235955425,0.9997528235955425,151.27638944256765,0.00961838156913975,3.93460661158056e-12,151.22844709565192,0.009620138902782247,5.2802071126583725e-12
3,0.9985179490190682,0.9990117217990282,0.9990117217990282,0.9985179185840255,0.9990116913489351,0.9990116913489351,70.19247757915169,0.003289699527228507,4.314145262125231e-12,70.11894629309839,0.0032878663667853625,5.6200587626085774e-12
4,0.9975311354967735,0.9980244202918587,0.9980244202918587,0.9975310848218639,0.9980243695918902,0.9980243695918902,56.706156134026074,0.004349377106032283,3.6026972435452144e-12,56.59001697071512,0.004342659172297815,4.8833695606746755e-12
5,0.996298989921036,0.9967916654131571,0.9967916654131571,0.9962989140026168,0.9967915894571957,0.9967915894571957,39.95009625588143,0.001358735683439126,4.322978049397784e-12,39.81958587194757,0.0013549598602114127,5.155191613062374e-12
6,0.9948224240257223,0.9953143693476468,0.9953143693476468,0.9948223178975513,0.9953142631669949,0.9953142631669949,31.7543650122239,0.000713034880215424,3.6232229270408727e-12,31.603438849244736,0.0007100041319846804,5.034558910498361e-12
7,0.9931025294128355,0.9935936242371349,0.9935936242371349,0.9931023881533928,0.9935934829078387,0.9935934829078387,11.98585518232123,0.000362083974609969,4.311900262749e-12,11.908282660306728,0.0003599114049534205,5.444141581869822e-12
8,0.9911405762076236,0.9916307008349535,0.9916307008349535,0.9911403949473594,0.991630519485055,0.991630519485055,21.76993483394265,0.00014841408867112443,3.807313116183235e-12,21.586488740635144,0.00014723615835212443,5.2054339885883405e-12
9,0.9889380114954266,0.989427046942034,0.989427046942034,0.9889377854239053,0.9894268207587192,0.9894268207587192,17.98075872574299,0.00011305304717311312,4.3063264550448646e-12,17.78945504658999,0.0001119062563968468,5.212761283372282e-12
10,0.986496457542954,0.9869842856273067,0.9869842856273067,0.9864961819158973,0.9869840098639506,0.9869840098639506,16.182203462664898,9.691578463670071e-05,3.831825625034156e-12,15.970221565952821,9.56966599365221e-05,5.280688151624084e-12
11,0.9838177098070578,0.9843042132354863,0.9843042132354863,0.9838173799532594,0.9843038832185733,0.9843038832185733,18.672800373279298,0.00010743320944577473,4.31050577384742e-12,18.378503213779354,0.0001057934013804077,5.266039963016184e-12
12,0.9809037347344152,0.9813887971856697,0.9813887971856697,0.9809033460625256,0.9813884083215796,0.9813884083215796,7.395367425558524,3.8445223061608425e-05,3.73552780787389e-12,7.257225465975705,3.7745519139457624e-05,5.062218012618789e-12
13,0.977756667355903,0.9782401735645185,0.9782401735645185,0.9777562153610624,0.9782397213461639,0.9782397213461639,11.812215034535164,4.47760852896037e-05,4.314024146135534e-12,11.554394594290146,4.381928633880732e-05,5.1785202415265764e-12
14,0.9743788086797792,0.9748606445181519,0.9748606445181519,0.9743782889500977,0.9748601245314613,0.9748601245314613,9.854200734047089,2.8517713931072817e-05,3.725208939012021e-12,9.605861291125553,2.7812359813457977e-05,5.091484415345404e-12
15,0.9707726228881265,0.9712526754472052,0.9712526754472052,0.9707720311109894,0.971252083377431,0.971252083377431,5.619657298824073,1.8997721314081813e-05,4.311581247824388e-12,5.457696149999415,1.846056472890197e-05,5.2513239251316176e-12
16,0.966940734341342,0.9674188920098358,0.9674188920098358,0.9669400663095371,0.9674182236476854,0.9674182236476854,6.606990706588126,2.659004271137729e-05,3.788097208731139e-12,6.391229799129132,2.573485193257842e-05,5.1292751765595386e-12
17,0.9628859243957687,0.9633620769377838,0.9633620769377838,0.9628851760134199,0.9633613281853558,0.9633613281853558,6.445292400471594,1.671968819824674e-05,4.309670534980609e-12,6.208689175184841,1.6114694188519414e-05,5.1064771232355295e-12
18,0.9586111280398696,0.9590851666708804,0.9590851666708804,0.958610295328168,0.9590843335473983,0.9590843335473983,6.513175695076413,2.4023932902711875e-05,3.787071162605894e-12,6.246259372220797,2.3050433981302468e-05,4.977112435953679e-12
19,0.9541194303546391,0.95459124781571,0.95459124781571,0.9541185094573629,0.9545903264630451,0.9545903264630451,5.158986157348566,2.286042267823183e-05,4.312777265811184e-12,4.924341885908321,2.183151930835219e-05,5.14310236771e-12
20,0.9494140628042258,0.9498835534343986,0.9498835534343986,0.9494130499930368,0.949882540122369,0.949882540122369,5.787222935925911,2.3159101948906426e-05,3.743530811853415e-12,5.496800268238841,2.2007864432748365e-05,4.9652147155608816e-12
21,0.9444983993630093,0.9449654591697753,0.9449654591697753,0.9444972910425218,0.944964350301217,0.944964350301217,5.937439971889648,3.2618373099630325e-05,4.313645842994916e-12,5.610255581723908,3.083476449479064e-05,5.032792007827995e-12
22,0.9393759524856239,0.9398404792134027,0.9398404792134027,0.9393747451982326,0.939839271329001,0.939839271329001,2.8801707669189516,2.26600631965997e-05,3.749935096016018e-12,2.706636776081547,2.13056185701105e-05,4.91906359543141e-12
23,0.9340503689266676,0.9345122621232201,0.9345122621232201,0.9340490593571289,0.9345109519060919,0.9345109519060919,3.608062050009327,4.120277385022011e-05,4.311582095418773e-12,3.3715108760259858,3.851942958074635e-05,4.881848835036675e-12
