,wl_TT,wl_EE,wl_BB,wl_TT_mkb,wl_EE_mkb,wl_BB_mkb,TT_in,EE_in,BB_in,TT_out,EE_out,BB_out
0,1.0,1.0004945056625623,1.0004945056625623,1.0,1.0004945056625623,1.0004945056625623,1.1547915689807266e-09,0.0,0.0,1.1020575181356655e-09,0.0,0.0
1,0.9997528388318903,1.0002472222718553,1.0002472222718553,0.9997528337531056,1.0002472171905592,1.0002472171905592,2.0228382816188202e-10,0.0,0.0,7.640889348187484e-10,0.0,0.0
2,0.9992586997465012,0.9997528388318903,0.9997528388318903,0.9992586845176842,0.9997528235955425,0.9997528235955425,122.72479121168185,0.004203656871613165,1.5186106397912831e-12,122.68695637427786,0.004204414362819856,1.3432632777044827e-12
3,0.9985179490190682,0.9990117217990282,0.9990117217990282,0.9985179185840255,0.9990116913489351,0.9990116913489351,114.68147761675068,0.0062025146127875,5.225334821585643e-13,114.55976357113444,0.006199052822014528,6.99591961258724e-13
4,0.9975311354967735,0.9980244202918587,0.9980244202918587,0.9975310848218639,0.9980243695918902,0.9980243695918902,32.69196024146809,0.0016688648137059318,1.564609312834397e-12,32.62494741761457,0.0016662707618753602,1.1515975240429614e-12
5,0.996298989921036,0.9967916654131571,0.9967916654131571,0.9962989140026168,0.9967915894571957,0.9967915894571957,32.00952417653847,0.001533526036360269,5.105471871769859e-13,31.904667203391863,0.001529237415141202,3.76859856557639e-13
6,0.9948224240257223,0.9953143693476468,0.9953143693476468,0.9948223178975513,0.9953142631669949,0.9953142631669949,60.46111013055839,0.0009356156721731508,1.5616233301938657e-12,60.17345259252441,0.0009316290297307962,2.028406966631165e-12
7,0.9931025294128355,0.9935936242371349,0.9935936242371349,0.9931023881533928,0.9935934829078387,0.9935934829078387,32.105583122177066,0.0004027063221305856,5.223094170698727e-13,31.897662908968087,0.00040029182263692277,3.7393673947048503e-13
8,0.9911405762076236,0.9916307008349535,0.9916307008349535,0.9911403949473594,0.991630519485055,0.991630519485055,19.08464012102976,0.00014740171284148757,1.5367490799981134e-12,18.923547377887534,0.0001462293849730816,1.242090248221962e-12
9,0.9889380114954266,0.989427046942034,0.989427046942034,0.9889377854239053,0.9894268207587192,0.9894268207587192,6.0467524985596866,9.786802164204003e-05,5.330043398947442e-13,5.982439212450795,9.687607400152195e-05,7.431481648023817e-13
10,0.986496457542954,0.9869842856273067,0.9869842856273067,0.9864961819158973,0.9869840098639506,0.9869840098639506,14.46491533050416,6.752232093633042e-05,1.535907869675682e-12,14.27557428967472,6.66729468495506e-05,8.799485212504621e-13
11,0.9838177098070578,0.9843042132354863,0.9843042132354863,0.9838173799532594,0.9843038832185733,0.9843038832185733,11.849422194134082,4.534971389506614e-05,5.268747025991724e-13,11.662536416865862,4.465637893243862e-05,5.661662277610075e-13
12,0.9809037347344152,0.9813887971856697,0.9813887971856697,0.9809033460625256,0.9813884083215796,0.9813884083215796,13.636359560946936,3.092308205809263e-05,1.5500543772033276e-12,13.381602407327447,3.0361263900551164e-05,1.2117931191101398e-12
13,0.977756667355903,0.9782401735645185,0.9782401735645185,0.9777562153610624,0.9782397213461639,0.9782397213461639,7.375314102033129,2.3112348282204405e-05,5.213488761262436e-13,7.214264043367701,2.2615569551264007e-05,6.364061892989113e-13
14,0.9743788086797792,0.9748606445181519,0.9748606445181519,0.9743782889500977,0.9748601245314613,0.9748601245314613,5.406334061979132,2.2086989736239852e-05,1.5494607326353936e-12,5.270019194709855,2.1542712615243797e-05,1.3550342043308718e-12
15,0.9707726228881265,0.9712526754472052,0.9712526754472052,0.9707720311109894,0.971252083377431,0.971252083377431,9.276510049324944,2.5503719219171696e-05,5.263475394368775e-13,9.009016879076873,2.4779008724143526e-05,4.4017740676817066e-13
16,0.966940734341342,0.9674188920098358,0.9674188920098358,0.9669400663095371,0.9674182236476854,0.9674182236476854,4.803204276948652,2.0569876583583006e-05,1.542696219351249e-12,4.646281488019085,1.990911820678946e-05,1.3902328824300445e-12
17,0.9628859243957687,0.9633620769377838,0.9633620769377838,0.9628851760134199,0.9633613281853558,0.9633613281853558,5.280539316326572,2.3394353722565243e-05,5.288504961872378e-13,5.086611614234166,2.254625048421978e-05,7.515135051715213e-13
18,0.9586111280398696,0.9590851666708804,0.9590851666708804,0.958610295328168,0.9590843335473983,0.9590843335473983,10.80554916935884,3.0424189682974252e-05,1.5441939680584746e-12,10.36244747607581,2.919247006802474e-05,1.5512539366061192e-12
19,0.9541194303546391,0.95459124781571,0.95459124781571,0.9541185094573629,0.9545903264630451,0.9545903264630451,7.153253261330375,2.7742646634403358e-05,5.252956290041227e-13,6.827788107691435,2.6491177621166897e-05,3.922200950857522e-13
